,names,score,boolean
3807,tomorrow,0.23968,False
3808,streets of stalingrad (third edition),0.332742,True
3809,airborne in my pocket,0.254418,False
3810,pictionary,0.246264,False
3811,jericho,0.199438,False
3812,complots,0.082272,False
3813,apocalypse chaos,0.225922,False
3814,battlecon: trials of indines,0.149282,False
3815,corto,0.338176,True
3816,next war: india-pakistan,0.112408,False
3817,zopp,0.581638,True
3818,1826: railroading in france and belgium from 1826,0.258008,False
3819,founding fathers,0.567706,True
3820,quixo,0.167006,False
3821,black sheep,0.206602,False
3822,arkham investigator,0.307464,True
3823,zpocalypse,0.13558,False
3824,catch the moon,0.325598,True
3825,wind the film!,0.29722,True
3826,marne 1918: friedensturm,0.429916,True
3827,last frontier: the vesuvius incident,0.153928,False
3828,kreus,0.40527,True
3829,mini molkky,0.188698,False
3830,voyage of the b.s.m. pandora,0.164894,False
3831,1969,0.274738,False
3832,nobody but us chickens,0.321682,True
3833,fast food franchise,0.381884,True
3834,yavalath,0.475072,True
3835,supergang,0.209232,False
3836,hecatomb,0.151392,False
3837,swords and bagpipes,0.239786,False
3838,victory roads,0.366002,True
3839,guesstures,0.326618,True
3840,assassinorum: execution force,0.279284,False
3841,the great space race,0.379092,True
3842,wilderness,0.19897,False
3843,hattrick,0.234714,False
3844,havannah,0.407256,True
3845,ausgerechnet uppsala,0.27661,False
3846,birdie fight!,0.024948,False
3847,agamemnon,0.394376,True
3848,the great battles of alexander: macedonian art of war,0.138988,False
3849,warband: against the darkness,0.23543,False
3850,xe queo!,0.268704,False
3851,cowboys: the way of the gun,0.243622,False
3852,antler island,0.291926,True
3853,the little orchard,0.341526,True
3854,ninja dice,0.228286,False
3855,lord of the rings: the duel,0.299532,True
3856,seven7s,0.366982,True
3857,kutuzov,0.10369,False
3858,who's the ass?,0.31166,True
3859,klondike,0.247116,False
3860,"afrika: the northern african campaign, 1940-1942 (1st edition)",0.219576,False
3861,this hallowed ground,0.142808,False
3862,mecanisburgo,0.31287,True
3863,legion of honor,0.432522,True
3864,gubs: a game of wit and luck,0.323098,True
3865,hannin wa odoru,0.061388,False
3866,germantown,0.185928,False
3867,mini rogue,0.257172,False
3868,the speed of heat,0.24967,False
3869,basari: das kartenspiel,0.322314,True
3870,on the dot,0.234108,False
3871,chopstick dexterity megachallenge 3000,0.156766,False
3872,in their quiet fields ii,-0.028336,False
3873,warehouse 51,0.354674,True
3874,stargrunt ii,0.304028,True
3875,gargon,0.293366,True
3876,infinity: operation icestorm,0.108266,False
3877,30 rails,0.265116,False
3878,the coming storm,0.375188,True
3879,super munchkin,0.120816,False
3880,industry,0.146546,False
3881,brilliants,0.433604,True
3882,level 7 [escape],0.064416,False
3883,space station,0.291284,True
3884,campaign commander volume i: roads to stalingrad,0.25806,False
3885,ascension: gift of the elements,0.219118,False
3886,spoils of war,0.352796,True
3887,next war: taiwan,0.097238,False
3888,...und tschuss!,0.35038,True
3889,kakerlakensuppe,0.186544,False
3890,eastern front tank leader,0.253566,False
3891,"lightning: midway ? june 4th to june 6th, 1942",0.397548,True
3892,resistor_,0.415332,True
3893,the ruhr: a story of coal trade,0.235546,False
3894,lock 'n load: heroes of the gap,0.364866,True
3895,"napoleon at bay: the campaign in france, 1814",0.197614,False
3896,roll through the ages: the iron age with mediterranean expansion,0.258898,False
3897,argonauts,0.382058,True
3898,kigi,0.374698,True
3899,clue: discover the secrets,0.209086,False
3900,army of frogs,0.17046,False
3901,dragonscroll,0.443984,True
3902,europa universalis,0.270812,False
3903,gem rush,0.33283,True
3904,l'aeropostale,0.300558,True
3905,chocolatl,0.238252,False
3906,expo 1906,0.32791,True
3907,koi-koi,0.437786,True
3908,barbarossa: crimea,0.101938,False
3909,air and armor,0.367898,True
3910,ars alchimia,0.281854,False
3911,warmachine: high command,0.277998,False
3912,sky traders,0.103044,False
3913,samurai: the card game,0.178304,False
3914,horrorclix,0.19826,False
3915,rattlesnake,0.387152,True
3916,dungeon rush,0.324434,True
3917,ivor the engine,0.300004,True
3918,ca$h 'n gun$: live,0.185476,False
3919,simply catan,0.456826,True
3920,"barbarossa: army group center, 1941",0.332988,True
3921,los banditos,0.284838,True
3922,north american railways,0.304666,True
3923,linja,0.215844,False
3924,struggle for the galactic empire,0.187634,False
3925,iron curtain,0.297266,True
3926,gringo!,0.157472,False
3927,warangel,0.526458,True
3928,texas glory: 1835-36,0.422898,True
3929,warhammer: age of sigmar,0.253836,False
3930,the legend begins,0.260588,False
3931,ultimate werewolf: compact edition,0.28419,True
3932,clue: harry potter edition,0.392366,True
3933,ghostel,0.524858,True
3934,camelot,0.179734,False
3935,bang! the dice game: the walking dead,0.205836,False
3936,spank the monkey,0.315634,True
3937,gwent: monsters and scoia'tael,0.24493,False
3938,20th century limited,0.293052,True
3939,jungle speed: rabbids,0.216648,False
3940,blocks in the east,0.396592,True
3941,lords of war:  elves versus lizardmen,0.215104,False
3942,spot it jr.! animals,0.212658,False
3943,urbanization,0.149386,False
3944,blitz! a world in conflict,0.461542,True
3945,risk: the walking dead ? survival edition,0.278524,False
3946,munchkin fu,0.206204,False
3947,plus ultra: the court of the emperor charles v,0.11436,False
3948,dawn patrol,0.20313,False
3949,plague and pestilence,0.270202,False
3950,king of the tabletop,0.375794,True
3951,power and weakness,0.27817,False
3952,we will wok you,0.22877,False
3953,joan of arc,0.134766,False
3954,shadow war: armageddon,0.178,False
3955,eaten by zombies!,0.09076,False
3956,arkham noir: case #1 ? the witch cult murders,0.122448,False
3957,trader,0.234486,False
3958,deja-vu,0.141982,False
3959,prolix,0.30008,True
3960,okanagan: valley of the lakes,0.3612,True
3961,mount everest,0.224462,False
3962,battlestations: second edition,0.260378,False
3963,hornet,0.245774,False
3964,cat tower,0.39685,True
3965,koi pond: a coy card game,0.447676,True
3966,mondo sapiens,0.166718,False
3967,eagles: waterloo,0.281402,False
3968,tasso,0.108502,False
3969,such a thing?,0.25962,False
3970,18cz,0.447978,True
3971,divided republic,0.391644,True
3972,belle of the ball,0.416744,True
3973,polterfass,0.331102,True
3974,aztlan,0.206734,False
3975,nautilus industries,0.249566,False
3976,clue fx,0.254796,False
3977,wars trading card game,0.084806,False
3978,corps command: dawn's early light,0.267868,False
3979,pitch,0.379954,True
3980,just desserts,0.290018,True
3981,guild ball: kick off!,0.122804,False
3982,mammuz,0.291118,True
3983,exploding kittens,0.385088,True
3984,crossboule,0.358538,True
3985,over the reich,0.085038,False
3986,kryptos,0.38902,True
3987,after the virus,0.249386,False
3988,la bataille de preussisch-eylau,0.153932,False
3989,dragon valley,0.501656,True
3990,dark seas,0.297158,True
3991,albion's legacy,0.213896,False
3992,locke and key: the game,0.31222,True
3993,ultimate werewolf,0.133746,False
3994,moto grand prix,0.284788,True
3995,chandragupta,0.145042,False
3996,kansas pacific,0.304054,True
3997,karesansui,0.353488,True
3998,soccero (second edition),0.497336,True
3999,im reich der wustensohne,0.34695,True
4000,the phantom league,0.327486,True
4001,heldentaufe,0.407102,True
4002,emira,0.106726,False
4003,garden competition,0.418926,True
4004,verflixxt! kompakt,0.229046,False
4005,1920 wall street,0.138012,False
4006,victory at midway,0.215672,False
4007,la bataille de lutzen,0.151268,False
4008,victory and honor,0.339104,True
4009,neue spiele im alten rom,0.352412,True
4010,diceland: deep white sea,0.175684,False
4011,dragon strike,0.322858,True
4012,panzer grenadier: battle of the bulge,0.126278,False
4013,millionen von schwalben,0.26651,False
4014,typo,0.28451,True
4015,greedy greedy goblins,0.21503,False
4016,the uncharted seas,0.14579,False
4017,rory's story cubes: prehistoria,0.242066,False
4018,scuttle!,0.188474,False
4019,taverna,0.137424,False
4020,guerilla,0.191212,False
4021,the killing ground,0.354262,True
4022,khan,0.127792,False
4023,mbt (second edition),0.297956,True
4024,yeti,0.257506,False
4025,exceed: red horizon ? eva and kaden vs. miska and lily,0.237456,False
4026,ur: 1830 bc,0.28952,True
4027,crossfire: rules and organizations for company level ww2 gaming,0.374958,True
4028,villagers and villains,0.344614,True
4029,roboderby: express,0.255038,False
4030,maskenball der kafer,0.279632,False
4031,battle for stalingrad,0.193232,False
4032,waste knights,0.222728,False
4033,winter war,0.158422,False
4034,deadzone (second edition),0.308456,True
4035,the boardgamegeek game,0.150128,False
4036,breakthrough: cambrai,0.23237,False
4037,fire and ice,0.385694,True
4038,relic expedition,0.393082,True
4039,the eagle and the star,0.244882,False
4040,around the world in 80 days,0.315904,True
4041,castle knights,0.26084,False
4042,tybor der baumeister,0.449304,True
4043,helvetia cup,0.21363,False
4044,nostra city,0.20237,False
4045,salvation road,0.343228,True
4046,bauhaus,0.060096,False
4047,ars victor,0.230156,False
4048,pandemonium,0.034022,False
4049,liguria,0.193044,False
4050,exceed: red horizon ? satoshi and mei lien vs. baelkhor and morathi,0.256508,False
4051,de bellis multitudinis,0.203762,False
4052,monastery,0.282742,True
4053,octiles,0.317316,True
4054,timeline: star wars,0.150064,False
4055,attack on titan: the last stand,0.220586,False
4056,daxu,0.260454,False
4057,squint,0.304718,True
4058,muse,0.487626,True
4059,russia besieged,0.263004,False
4060,battle for armageddon,0.28141,False
4061,highway to the reich (first and second editions),0.23766,False
4062,henchmania,0.22698,False
4063,fire of eidolon,0.302246,True
4064,infernal contraption,0.20322,False
4065,great war at sea: jutland,0.142656,False
4066,flight leader,0.136552,False
4067,18fl,0.466372,True
4068,eons,0.357786,True
4069,panzer command,0.223752,False
4070,pina pirata,0.305322,True
4071,don quixote,0.308492,True
4072,zen master,0.290002,True
4073,panzer grenadier: elsenborn ridge,0.339756,True
4074,schnapsen,0.51153,True
4075,formel fun,0.271418,False
4076,the sorcerer's cave,0.33413,True
4077,looterz,0.300336,True
4078,title bout,0.457708,True
4079,offerings,0.21379,False
4080,legend of the burning sands,0.245518,False
4081,blood feud in new york,0.287166,True
4082,dogfight,0.332022,True
4083,card city xl,0.306738,True
4084,jungle treasure,0.35528,True
4085,ole!,0.341828,True
4086,loonacy,0.342394,True
4087,glory iii,0.198962,False
4088,swords and sorcery,0.306294,True
4089,schnappt hubi!,0.192166,False
4090,levee en masse,0.30941,True
4091,king arthur: the card game,0.202846,False
4092,rebel raiders on the high seas,0.332344,True
4093,vikings on board,0.194552,False
4094,battle beyond space,0.223378,False
4095,kune v lakia: a chronicle of a royal lapine divorce foretold,0.194588,False
4096,force of will,0.209084,False
4097,pack of heroes,0.259528,False
4098,pyramid poker,0.384322,True
4099,sonar,0.283346,True
4100,not war but murder,0.334272,True
4101,einstein: his amazing life and incomparable science,0.35135,True
4102,era of inventions,0.107018,False
4103,prohis,0.22923,False
4104,unlock! fifth avenue,0.198048,False
4105,floating market,0.24942,False
4106,hive mind,0.515406,True
4107,saturn,0.54089,True
4108,tac,0.423316,True
4109,tumblin-dice medium,0.297812,True
4110,"the battle of fontenoy: 11 may, 1745",0.258862,False
4111,blockade runner,0.23932,False
4112,"bitter end: attack to budapest, 1945",0.233352,False
4113,bismarck,0.131078,False
4114,hube's pocket,0.179562,False
4115,girl genius: the works,0.385482,True
4116,rory's story cubes: clues,0.193006,False
4117,pea ridge: the gettysburg of the west march 7-8 1862,0.38241,True
4118,pocket battles: confederacy vs union,0.21549,False
4119,exceed: red horizon ? gabrek and ulrik vs. alice and zoey,0.221868,False
4120,carnac,0.374862,True
4121,reworld,0.383248,True
4122,don pepe,0.157766,False
4123,le donjon de naheulbeuk,0.234446,False
4124,trumpet,0.398168,True
4125,heroica: fortaan,0.235678,False
4126,res publica,0.23131,False
4127,villages,0.30501,True
4128,cyrano,0.424532,True
4129,vabanque,0.276356,False
4130,dragon rage,0.235402,False
4131,burrows,0.201384,False
4132,alienation,0.451074,True
4133,"cedar mountain: prelude to bull run, august 9, 1862",0.159344,False
4134,target for today,0.354206,True
4135,berserk: war of the realms,0.209394,False
4136,jungle ascent,0.317164,True
4137,"onward, christian soldiers",0.07102,False
4138,"roads to moscow: battles of mozhaysk and mtsensk, 1941",0.169392,False
4139,where's bob's hat?,0.318114,True
4140,octopus' garden,0.25566,False
4141,ghost chase,0.240424,False
4142,drecksau,0.262026,False
4143,hotel life,0.25012,False
4144,dixie: bull run,0.072696,False
4145,lazer ryderz,0.196298,False
4146,chariot lords,0.337184,True
4147,bongo!,0.14313,False
4148,broadsides and boarding parties,0.463256,True
4149,bowl bound,0.438422,True
4150,mound builders,0.220214,False
4151,mr. president,0.283796,True
4152,proud monster: the barbarossa campaign,0.073602,False
4153,micro robots,0.28424,True
4154,black box +,0.364058,True
4155,stay away!,0.140558,False
4156,sugar gliders,0.371486,True
4157,cornerstone essential,0.394026,True
4158,landlord!,0.18573,False
4159,tem-purr-a,0.272772,False
4160,phantom fury,0.210718,False
4161,city council,0.174626,False
4162,one night werewolf,0.182602,False
4163,assault: tactical combat in europe ? 1985,0.201922,False
4164,mmm!,0.276788,False
4165,maze racers,0.488064,True
4166,atlas and zeus,0.256872,False
4167,bucket king 3d,0.373726,True
4168,field command,0.55279,True
4169,statis pro football,0.255288,False
4170,crossfire,0.29389,True
4171,exit: das spiel ? der tote im orient-express,-0.011504,False
4172,claim,0.471882,True
4173,wat'n dat!?,0.230412,False
4174,cypher,0.364156,True
4175,the mushroom eaters,0.474966,True
4176,walk the dogs,0.549356,True
4177,operation typhoon,0.273066,False
4178,backyard builders treehouse,0.043098,False
4179,half-pint heroes,0.195024,False
4180,big kini,0.340596,True
4181,give me the brain!,0.256024,False
4182,flix mix,0.25599,False
4183,hula hippos,0.16678,False
4184,recicle: tempos de crise,0.21418,False
4185,dungeon twister collectors box,0.098124,False
4186,der pate,0.169896,False
4187,wizards,0.215984,False
4188,da ist der wurm drin,0.33929,True
4189,johari,0.25605,False
4190,attack vector: tactical,0.181928,False
4191,psycho raiders,0.353926,True
4192,piecepack,0.29654,True
4193,wooolf!!,0.208302,False
4194,we didn't playtest this either,0.304958,True
4195,corsairs,0.175008,False
4196,star trek customizable card game (second edition),0.334068,True
4197,frogriders,0.383016,True
4198,fast forward: flee,0.225418,False
4199,pizza theory,0.353308,True
4200,days of steam,0.269558,False
4201,hobbit tales from the green dragon inn,0.35917,True
4202,michael strogoff,0.30489,True
4203,abaddon,0.25545,False
4204,jolly and roger,0.22493,False
4205,conquest,0.17405,False
4206,western front tank leader,0.17964,False
4207,project dreamscape,0.314656,True
4208,heroes,0.259936,False
4209,championship formula racing,0.496398,True
4210,cartel,0.437736,True
4211,arena maximus,0.168346,False
4212,tessen,0.35388,True
4213,ooga booga,0.207964,False
4214,buffalo wings,0.249908,False
4215,apocrypha adventure card game,0.361894,True
4216,munchkin panic,0.185322,False
4217,westfront,0.075958,False
4218,hoax (second edition),0.213944,False
4219,star trek: the dice game,0.286668,True
4220,venedig,0.372702,True
4221,liftoff!,0.252658,False
4222,dungeon degenerates: hand of doom,0.466016,True
4223,in a bind,0.614908,True
4224,iron tide: panzers in the ardennes,0.309922,True
4225,vintage,0.239616,False
4226,king philip's war,0.17823,False
4227,mercs: recon ? counter threat,0.06239,False
4228,blue max: world war i air combat,0.061026,False
4229,adventure time card wars: finn vs. jake,0.259132,False
4230,1854,0.248958,False
4231,break the safe,0.409932,True
4232,fun farm,0.29064,True
4233,mayday!mayday!,0.228618,False
4234,lobositz: first battle of the seven years war,0.20805,False
4235,cogz,0.430946,True
4236,razzia,0.266628,False
4237,proteus,0.299878,True
4238,extra! extra!,0.317696,True
4239,peak oil,0.238396,False
4240,"kolin: frederick's first defeat ? june 18, 1757",0.236328,False
4241,bacchus' banquet,0.372754,True
4242,zeus on the loose,0.326698,True
4243,gd '42,0.068312,False
4244,the legend of robin hood,0.219394,False
4245,"gulf, mobile and ohio",0.506072,True
4246,black wednesday,0.016514,False
4247,pass the bomb,0.208906,False
4248,sports illustrated baseball,0.311356,True
4249,kontor,0.128084,False
4250,clue: 50th anniversary edition,0.30567,True
4251,animal upon animal: small and yet great!,0.319282,True
4252,berlin '85: the enemy at the gates,0.167588,False
4253,bucket brigade,0.249056,False
4254,to the green fields beyond,0.128574,False
4255,totemo,0.566704,True
4256,oilfield,0.289926,True
4257,search for the emperor's treasure,0.520866,True
4258,panthalos,0.397924,True
4259,waldschattenspiel,0.275656,False
4260,classic warlord,0.291248,True
4261,harpoon 4,0.174298,False
4262,lost patrol,0.315392,True
4263,mit list und tucke,0.372796,True
4264,completto,0.339936,True
4265,five crowns,0.368674,True
4266,anno domini: natur,0.145912,False
4267,lost temple,0.247722,False
4268,time of legends: joan of arc,0.160328,False
4269,42,0.500626,True
4270,kenjin,0.311018,True
4271,inbetween,0.206362,False
4272,alba longa,0.14985,False
4273,latice,0.295946,True
4274,red badge of courage,0.189834,False
4275,shadow throne,0.493492,True
4276,munchkin impossible,0.171862,False
4277,john company,0.396686,True
4278,akaba,0.23031,False
4279,icetowers,0.264708,False
4280,wizard's academy,0.279742,False
4281,ticket to ride: first journey (europe),0.25497,False
4282,food fight,0.229778,False
4283,swish,0.221184,False
4284,3 sind eine zu viel!,0.184686,False
4285,judge dredd,0.262214,False
4286,alexander the great,0.26291,False
4287,shadows over the empire,0.226674,False
4288,treasures and traps,0.222218,False
4289,no better place to die,0.101118,False
4290,sutter's mill,0.052988,False
4291,copper country,0.269996,False
4292,city and guilds,0.362124,True
4293,bus,0.339184,True
4294,grass,0.229248,False
4295,yahtzee deluxe poker,0.381076,True
4296,zoff in buffalo,0.355984,True
4297,heckmeck barbecue,0.27825,False
4298,anno domini: deutschland,0.163078,False
4299,filipino fruit market,0.304886,True
4300,"myths at war (nordic, egyptian and japanese)",0.107198,False
4301,castle crush!,0.229352,False
4302,mermaid rain,0.147436,False
4303,cobras,0.433038,True
4304,krosmaster arena 2.0,0.052878,False
4305,five cucumbers,0.158484,False
4306,zatre,0.274124,False
4307,renegade legion: centurion ? blood and steel,0.335898,True
4308,panzer general: allied assault,0.121234,False
4309,speed cups squared,0.102486,False
4310,snake oil: party potion,0.231144,False
4311,spinball,0.4835,True
4312,dice heist,0.408356,True
4313,meteor,0.172988,False
4314,titanium wars,0.183232,False
4315,troll,0.456672,True
4316,jockey,0.312762,True
4317,war without mercy,0.180102,False
4318,briscola,0.366054,True
4319,templar: the secret treasures,0.12642,False
4320,the siege of alesia,0.076862,False
4321,kardinal and konig: das kartenspiel,0.276348,False
4322,druidenwalzer,0.206346,False
4323,firepower,0.212644,False
4324,loot island,0.279976,False
4325,damage report,0.255956,False
4326,oshi,0.281504,False
4327,what's it to ya?,0.370052,True
4328,eternity,0.391872,True
4329,war of honor,0.234586,False
4330,minotaur lords,0.214148,False
4331,lost legacy: fourth chronicle ? the werewolf and undying heart,0.255736,False
4332,steam torpedo: first contact,0.132392,False
4333,russian civil war 1918-1922 (first edition),0.183434,False
4334,illimat,0.58922,True
4335,morisi,0.27401,False
4336,nertz,0.02323,False
4337,federation and empire,0.19385,False
4338,dungeon heroes,0.335266,True
4339,nightmarium,0.225616,False
4340,napoleon's battles,0.312032,True
4341,scream machine,0.395424,True
4342,intruder,0.33105,True
4343,wheedle,0.233196,False
4344,the eye of judgment,0.411966,True
4345,heights of courage,0.238198,False
4346,bowling solitaire,0.356352,True
4347,snit's revenge,0.335026,True
4348,no question of surrender,0.39625,True
4349,space cantina,0.082166,False
4350,dreams,0.255454,False
4351,beyond the rhine,0.2222,False
4352,four lost battles,0.279656,False
4353,a gleam of bayonets: the battle of antietam,0.22693,False
4354,zombies!!!,0.185694,False
4355,the western front: 1914 to 1918,0.201132,False
4356,hamsterbacke,0.454734,True
4357,field of glory,0.261982,False
4358,maharaja,0.167432,False
4359,venom assault,0.354868,True
4360,rails of new england,0.274394,False
4361,gruff,0.313868,True
4362,doctor panic,0.234778,False
4363,think str8!,0.205862,False
4364,hoot owl hoot!,0.426602,True
4365,white death,0.270126,False
4366,magnum opus,0.261276,False
4367,singapore,0.298684,True
4368,zapp zerapp,0.274786,False
4369,naval battles,0.18393,False
4370,"warhammer 40,000 (eighth edition)",0.256386,False
4371,railroad barons,0.238314,False
4372,eat me if you can!,0.214716,False
4373,witchcraft,0.30564,True
4374,by order of the queen,0.48623,True
4375,the hobbit: an unexpected journey,0.216088,False
4376,1914: glory's end / when eagles fight,0.262474,False
4377,adventure time fluxx,0.295268,True
4378,halli galli,0.138778,False
4379,stalingrad pocket (first edition),0.1794,False
4380,clash of the gladiators,0.31804,True
4381,uruk ii: die entwicklung geht weiter,0.31196,True
4382,dead of winter (second edition),0.071472,False
4383,bangkok klongs,0.278554,False
4384,attack!,0.085894,False
4385,millions of dollars,0.278778,False
4386,naruto shippuden deck-building game,0.360768,True
4387,timeline: polska,0.09264,False
4388,pingo pingo,0.149312,False
4389,billionaire banshee,0.441382,True
4390,formule de,0.088378,False
4391,warhammer ancient battles,0.308822,True
4392,diner,0.158464,False
4393,equinox,0.409768,True
4394,eggs of ostrich,0.431754,True
4395,mercurius,0.172766,False
4396,scrutineyes,0.334166,True
4397,13 clues,0.135518,False
4398,nfl strategy,0.27826,False
4399,mustangs,0.335908,True
4400,a column of fire,0.232134,False
4401,cornwall,0.272812,False
4402,landships! tactical weapons innovations 1914-1918,0.166248,False
4403,renegade legion: interceptor,0.201072,False
4404,21 mutinies arrr! edition,0.206612,False
4405,tunisia ii,0.168858,False
4406,mertwig's maze,0.470402,True
4407,why did the chicken...?,0.521926,True
4408,get lucky,0.256218,False
4409,mafia city,0.365364,True
4410,18va,0.530062,True
4411,broom service: the card game,0.317232,True
4412,clue dvd game,0.253016,False
4413,gentlemen thieves,0.242566,False
4414,armorica,0.463092,True
4415,dastardly dirigibles,0.249008,False
4416,warmachine prime mk iii,0.115488,False
4417,colors of kasane,0.485518,True
4418,a fearful slaughter: the battle of shiloh,0.112066,False
4419,1918: storm in the west,0.105648,False
4420,lost legacy: hyakunen senso to ryu no miko,0.21198,False
4421,cosmic wimpout,0.355156,True
4422,hide the kids!,0.440776,True
4423,western desert,0.210856,False
4424,chez goth,0.160988,False
4425,bloom,0.268374,False
4426,cauldron,0.313782,True
4427,tweeeet,0.245338,False
4428,soccer city,0.24961,False
4429,red dragon rising: the coming war with china,0.316104,True
4430,dungeons and dragons miniatures game (second edition),0.269254,False
4431,planes,0.212442,False
4432,asteriated grail,0.076768,False
4433,kasserine,0.294446,True
4434,we didn't playtest this: legacies,0.322698,True
4435,journey: wrath of demons,0.250096,False
4436,winter tales,0.102306,False
4437,nightfall: eastern skies,0.08958,False
4438,rio de la plata,0.072364,False
4439,minos,0.16061,False
4440,legions of darkness,0.368478,True
4441,worm up!,0.209814,False
4442,"case yellow, 1940: the german blitzkrieg in the west",0.266542,False
4443,the phantom society,0.19499,False
4444,simply cosmic,0.248572,False
4445,the emperor returns,0.19321,False
4446,anno domini: lifestyle,0.080902,False
4447,visionary,0.276442,False
4448,porto carthago,0.270498,False
4449,north american rails,0.366706,True
4450,siesta,0.379114,True
4451,bali,0.384898,True
4452,the new easy to master dungeons and dragons,0.200392,False
4453,birds of prey: air combat in the jet age,0.3483,True
4454,mediterranean empires,0.133572,False
4455,big two,0.441704,True
4456,dilbert: corporate shuffle,0.411354,True
4457,"april's harvest: the battle of shiloh, april 6 and 7, 1862",0.162202,False
4458,panzer (first edition),0.239762,False
4459,brandon the brave,0.356682,True
4460,dadaocheng,0.219724,False
4461,hunting party,0.429828,True
4462,18gl,0.280036,False
4463,catan: traveler ? compact edition,0.190142,False
4464,inn-fighting,0.322268,True
4465,legends of the old west,0.386104,True
4466,ciub,0.365768,True
4467,high noon saloon,0.296728,True
4468,100 swords: the red dragon's dungeon,0.447312,True
4469,munchkin steampunk,0.30104,True
4470,bismarck (second edition),0.12268,False
4471,ancients,0.319714,True
4472,klondike rush,0.372546,True
4473,leningrad,0.228488,False
4474,ka-boom,0.188486,False
4475,guelphs and ghibellines,0.323778,True
4476,agent decker,0.225864,False
4477,the goonies: adventure card game,0.225986,False
4478,victory in normandy,0.383778,True
4479,garbage day!,0.245888,False
4480,the convicted,0.09427,False
4481,attraction,0.41492,True
4482,der wahre walter,0.23445,False
4483,siggil,0.40146,True
4484,star trek: customizable card game (first edition),0.287036,True
4485,second season pro football game,0.643468,True
4486,spies!,0.243272,False
4487,dark empire: revolution,0.246362,False
4488,level 7 [invasion],0.203798,False
4489,chariot race,0.226648,False
4490,this terrible sound,0.24967,False
4491,la bataille d'orthez,0.088346,False
4492,karelia '44,0.181998,False
4493,anima: beyond good and evil,0.162436,False
4494,drunkquest,0.228076,False
4495,burn rate,0.197922,False
4496,sultans of karaya,0.170548,False
4497,city of chaos,0.339544,True
4498,house of borgia,0.364222,True
4499,tarock,0.350398,True
4500,munchkin conan,0.281836,False
4501,hey waiter!,0.396408,True
4502,guns and steel: renaissance,0.156894,False
4503,kult,0.252656,False
4504,gothic invasion,0.177548,False
4505,wacht am rhein,0.290718,True
4506,24/7: the game,0.369382,True
4507,darkrock ventures,0.298338,True
4508,operation f.a.u.s.t.,0.210502,False
4509,trains and stations,0.207466,False
4510,catan: family edition,0.221366,False
4511,cityscape,0.265528,False
4512,pocket madness,0.233652,False
4513,tenkatoitsu,0.220388,False
4514,mondrian: the dice game,0.23411,False
4515,dragonflame,0.22645,False
4516,hacker: deluxe edition,0.23106,False
4517,the lost cause,0.33126,True
4518,stuff and nonsense,0.390552,True
4519,arnhem: defiant stand,0.422338,True
4520,splash!,0.122408,False
4521,divinity derby,0.282202,True
4522,wool rules,0.222192,False
4523,ilium,0.251624,False
4524,mouse guard: swords and strongholds,0.401198,True
4525,wrong chemistry,0.218574,False
4526,pillars of eternity: lords of the eastern reach,0.232678,False
4527,napoleon's last gamble,0.301762,True
4528,cape horn,0.104996,False
4529,unknown,0.341198,True
4530,hordes: high command,0.236548,False
4531,karnag,0.061802,False
4532,drive on paris,0.156602,False
4533,dweebies,0.39272,True
4534,two by two,0.264204,False
4535,krosmaster: arena ? duel pack 1,0.071334,False
4536,risk: starcraft collector's edition,0.26594,False
4537,gunrunners,0.250996,False
4538,skyward,0.316794,True
4539,islas canarias,0.369506,True
4540,deckscape: the fate of london,0.141734,False
4541,continental divide,0.419738,True
4542,thud,0.274366,False
4543,four tribes,0.397728,True
4544,dig,0.329326,True
4545,cafe melange,0.450228,True
4546,shahrazad,0.469486,True
4547,gobblet gobblers,0.32769,True
4548,loaded questions,0.31248,True
4549,red storm over the reich,0.160858,False
4550,plan orange: pacific war 1930 ? 1935,0.181404,False
4551,for crown and kingdom,0.271002,False
4552,muscat,0.442262,True
4553,aspern-essling 1809,0.299058,True
4554,the sanctuary: endangered species,0.162868,False
4555,burger joint,0.32745,True
4556,trainmaker,0.450644,True
4557,new rules for classic games,0.434008,True
4558,wind river,0.28954,True
4559,mage tower: a tower defense card game,0.402924,True
4560,john prados' third reich,0.199768,False
4561,stonewall's sword: the battle of cedar mountain,0.115894,False
4562,patronize,0.324614,True
4563,korrigans,0.38376,True
4564,drakon (second edition),0.291954,True
4565,"here, kitty, kitty!",0.365998,True
4566,force on force,0.162184,False
4567,a week in hell: the battle of hue,0.066884,False
4568,spectral rails,0.244108,False
4569,the new dungeon!,0.238486,False
4570,welcome to centerville,0.40016,True
4571,fiji,0.120266,False
4572,twenty one,0.32548,True
4573,canalis,0.373164,True
4574,entrapment,0.513284,True
4575,dr. shark,0.28585,True
4576,web of spies,0.558916,True
4577,"agricola, master of britain",0.292714,True
4578,romans go home!,0.249482,False
4579,nhl ice breaker: the card hockey board game,0.391164,True
4580,pala,0.372716,True
4581,pompeji,0.116172,False
4582,dice drivin',0.216896,False
4583,limits,0.146432,False
4584,the first world war,0.237436,False
4585,zauberschwert and drachenei,0.163486,False
4586,dark minions,0.252976,False
4587,checkpoint charlie,0.1708,False
4588,anno 1701: das kartenspiel,0.23251,False
4589,ramparts,0.090038,False
4590,hornet leader ii,0.346156,True
4591,cartagena: die meuterei,0.168804,False
4592,shadowrun: the trading card game,0.229166,False
4593,cacadores da galaxia,0.02362,False
